Designator,Footprint,Quantity,Value,LCSC Part #
H1,HDR-F-2.54_1X2,1,HDR-F-2.54_1x2,
H2,HDR-TH_8P-P2.54-V-F-1,1,Header-Female-2.54_1x8,
H3,HDR-TH_4P-P2.54-V-F,1,2.54-1*4P母,
U1,PDIP-16_L19.7-W6.6-P2.54-LS7.8-BL,1,CD74HC4052E,
U3,,1,_,
